Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25638,154,39,3,Clothing,Hankerchief,COD
B-25922,52,18,2,Clothing,Stole,COD
B-25919,1599,37,6,Electronics,Electronic Games,UPI
B-25989,338,41,7,Clothing,Hankerchief,UPI
B-25999,51,-49,2,Electronics,Electronic Games,COD
B-25661,224,-81,3,Furniture,Chairs,COD
B-26099,207,37,4,Clothing,Hankerchief,COD
B-25866,51,14,2,Clothing,Stole,COD
B-26098,82,8,3,Electronics,Accessories,EMI
B-26062,50,-17,2,Clothing,Stole,COD
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card
B-25843,50,7,6,Clothing,Skirt,COD
B-25683,245,-3,4,Electronics,Phones,UPI
B-25959,82,24,6,Clothing,Hankerchief,EMI
B-25787,229,-41,8,Electronics,Accessories,COD
B-25951,50,14,1,Electronics,Electronic Games,COD
B-26056,220,40,2,Electronics,Accessories,COD
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card
B-26093,81,-41,5,Clothing,Leggings,EMI
B-25775,50,-17,2,Clothing,Stole,COD
B-26093,49,5,4,Clothing,Hankerchief,COD
B-25851,237,47,9,Clothing,T-shirt,UPI
B-25685,264,-30,3,Furniture,Furnishings,Debit Card
B-25651,49,3,1,Clothing,Shirt,COD
B-25793,63,-24,6,Clothing,Kurti,COD
B-25708,81,-51,7,Clothing,Stole,EMI
B-25847,264,71,10,Furniture,Furnishings,Debit Card
B-25954,48,11,2,Clothing,Shirt,COD
B-25997,48,15,1,Clothing,Hankerchief,COD
B-25650,245,-78,2,Electronics,Printers,UPI
B-25883,146,42,5,Clothing,Hankerchief,UPI
B-25945,245,10,2,Furniture,Bookcases,COD
B-25981,245,91,2,Furniture,Bookcases,UPI
B-25862,80,3,3,Clothing,Stole,EMI
B-25877,269,33,5,Furniture,Chairs,Debit Card
B-26090,80,22,3,Clothing,Stole,EMI
B-26050,284,44,6,Clothing,Hankerchief,COD
B-26072,313,44,3,Electronics,Electronic Games,COD
B-25916,80,-26,9,Clothing,Skirt,EMI
B-25722,48,-8,8,Clothing,Stole,COD
B-25746,87,16,2,Clothing,Saree,UPI
B-25753,47,-114,5,Furniture,Furnishings,COD
B-25956,140,28,2,Electronics,Phones,COD
B-25996,47,1,2,Clothing,Stole,COD
B-25896,79,-2,2,Furniture,Furnishings,EMI
B-25796,78,-64,7,Clothing,Stole,EMI
B-25798,47,-3,2,Clothing,Stole,COD
B-26043,185,48,4,Clothing,Stole,UPI
B-26028,77,36,2,Clothing,Shirt,EMI
B-25812,259,47,5,Clothing,Hankerchief,UPI
B-25605,75,0,7,Clothing,Saree,EMI
B-25702,75,0,3,Clothing,Shirt,EMI
B-25940,46,0,4,Clothing,Leggings,COD
B-26087,46,13,3,Clothing,Hankerchief,COD
B-25955,200,13,5,Electronics,Phones,COD
B-25626,46,-14,1,Electronics,Phones,COD
B-25811,126,52,4,Clothing,Hankerchief,UPI
B-25856,74,29,3,Clothing,Stole,EMI
B-25628,45,13,4,Clothing,Skirt,COD
B-26016,74,9,3,Clothing,Shirt,UPI
B-25999,129,11,2,Electronics,Phones,UPI
B-26043,122,50,7,Clothing,Stole,UPI
B-25743,74,-51,3,Clothing,Stole,UPI
B-26014,278,39,5,Furniture,Chairs,Debit Card
B-25876,282,14,4,Clothing,Trousers,Debit Card
B-25785,45,0,2,Clothing,T-shirt,COD
B-25810,45,6,3,Clothing,Shirt,COD
B-25833,45,16,3,Clothing,Stole,COD
B-25931,73,-36,3,Furniture,Chairs,UPI
B-25852,45,12,4,Clothing,Hankerchief,COD
B-25738,72,-6,3,Clothing,Saree,UPI
B-25921,71,-44,5,Electronics,Accessories,UPI
B-25685,45,-2,4,Clothing,Shirt,COD
B-25996,286,140,6,Clothing,Shirt,Debit Card
B-25663,294,138,2,Electronics,Printers,Debit Card
B-25888,223,4,3,Electronics,Phones,COD
B-25677,20,-2,1,Electronics,Accessories,UPI
B-26045,302,75,6,Furniture,Furnishings,Debit Card
B-26002,113,28,2,Clothing,Saree,UPI
B-25953,44,2,3,Clothing,Hankerchief,COD
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card
B-25702,306,-147,3,Clothing,Saree,Debit Card
B-25799,70,-64,5,Clothing,Stole,UPI
B-25985,44,11,4,Clothing,Stole,COD
B-25952,44,14,3,Clothing,Hankerchief,COD
B-25754,319,312,5,Clothing,Saree,Debit Card
B-25770,287,-280,12,Furniture,Chairs,UPI
B-25954,44,10,3,Clothing,Stole,COD
B-25657,288,-180,4,Furniture,Chairs,COD
B-25801,49,-31,2,Clothing,Stole,COD
B-26000,43,-10,4,Clothing,Skirt,COD
B-25897,43,5,3,Clothing,Stole,COD
B-25681,68,-27,3,Electronics,Accessories,UPI
B-25852,320,144,1,Electronics,Printers,Debit Card
B-26067,67,2,4,Clothing,T-shirt,UPI
B-25601,66,-12,5,Clothing,Stole,UPI
B-25804,321,26,3,Electronics,Printers,Debit Card
B-25751,43,-5,2,Clothing,Saree,COD
B-25630,114,-39,5,Clothing,Kurti,COD
B-25899,43,17,1,Clothing,Saree,COD
B-25751,43,21,3,Clothing,Shirt,COD
B-26081,637,50,5,Clothing,Saree,COD
B-25851,300,42,2,Electronics,Printers,COD
B-26036,341,44,7,Furniture,Furnishings,UPI
B-25704,102,0,3,Electronics,Phones,COD
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card
B-25978,341,160,7,Clothing,Stole,Debit Card
B-26077,62,11,7,Clothing,Hankerchief,UPI
B-25981,42,13,3,Clothing,Leggings,COD
B-26043,62,28,5,Clothing,Hankerchief,UPI
B-25896,42,7,2,Clothing,Kurti,COD
B-25790,42,-3,1,Electronics,Electronic Games,COD
B-25789,313,-13,5,Furniture,Bookcases,UPI
B-26061,109,52,2,Clothing,Stole,UPI
B-25923,226,58,3,Electronics,Accessories,COD
B-25868,62,-1,1,Electronics,Phones,UPI
B-25777,61,-25,4,Electronics,Accessories,UPI
B-25999,222,74,5,Clothing,Hankerchief,COD
B-25854,342,-154,7,Furniture,Furnishings,Debit Card
B-25667,344,-34,3,Clothing,Saree,Debit Card
B-25829,345,38,7,Clothing,Hankerchief,Debit Card
B-25705,46,0,2,Electronics,Electronic Games,COD
B-25843,255,74,5,Clothing,Hankerchief,COD
B-25958,360,32,3,Clothing,Saree,UPI
B-25893,372,59,3,Electronics,Printers,UPI
B-25855,61,30,2,Clothing,Hankerchief,UPI
B-25616,42,12,5,Clothing,Hankerchief,COD
B-25630,42,-26,2,Clothing,Kurti,COD
B-25936,61,25,4,Clothing,Saree,UPI
B-25830,41,11,6,Clothing,Hankerchief,COD
B-25930,40,13,3,Clothing,T-shirt,COD
B-25808,59,21,2,Clothing,Stole,UPI
B-25979,57,27,2,Clothing,Shirt,UPI
B-25687,17,6,1,Clothing,Stole,UPI
B-26087,40,10,2,Clothing,Stole,COD
B-25764,349,-24,2,Clothing,Saree,Debit Card
B-25782,335,-22,7,Furniture,Chairs,UPI
B-25854,40,16,3,Clothing,Hankerchief,COD
B-26085,40,17,2,Clothing,Stole,COD
B-25630,40,-7,3,Clothing,Stole,COD
B-25999,352,74,8,Clothing,Stole,Debit Card
B-25648,55,-26,4,Clothing,Saree,UPI
B-25952,352,18,5,Clothing,Trousers,Debit Card
B-25710,53,-18,4,Clothing,T-shirt,UPI
B-25685,51,7,2,Furniture,Furnishings,UPI
B-25740,40,-37,3,Clothing,Stole,COD
B-25973,39,14,5,Clothing,Leggings,COD
B-25769,355,-4,2,Clothing,Saree,Debit Card
B-25687,357,139,2,Clothing,Saree,Debit Card
B-25603,38,18,1,Clothing,Kurti,COD
B-26050,38,9,2,Clothing,Stole,COD
B-25748,141,10,4,Clothing,Shirt,UPI
B-25833,36,4,9,Clothing,Hankerchief,COD
B-25930,351,-94,5,Electronics,Electronic Games,COD
B-26035,369,15,3,Electronics,Electronic Games,Debit Card
B-25851,53,24,6,Clothing,Hankerchief,EMI
B-25718,371,115,1,Furniture,Bookcases,Debit Card
B-25898,499,33,4,Clothing,Saree,COD
B-25893,223,62,7,Clothing,Shirt,COD
B-25983,50,-4,6,Clothing,T-shirt,EMI
B-26056,391,90,6,Electronics,Phones,Debit Card
B-25715,416,137,3,Electronics,Phones,Debit Card
B-25702,424,-17,9,Furniture,Chairs,Debit Card
B-25618,362,127,1,Furniture,Bookcases,COD
B-25643,36,-7,1,Electronics,Electronic Games,COD
B-25961,34,-10,3,Clothing,Skirt,COD
B-25873,367,73,3,Electronics,Electronic Games,UPI
B-26053,425,208,7,Clothing,Saree,Debit Card
B-25683,433,26,3,Electronics,Printers,Debit Card
B-25718,460,31,3,Furniture,Bookcases,Debit Card
B-25753,62,-56,5,Clothing,Kurti,COD
B-25852,50,16,1,Clothing,Stole,EMI
B-25914,460,-143,3,Furniture,Chairs,Debit Card
B-26083,34,3,3,Clothing,Saree,COD
B-25857,227,59,2,Furniture,Furnishings,UPI
B-25939,469,33,4,Electronics,Electronic Games,Debit Card
B-25851,103,46,2,Clothing,Saree,UPI
B-25699,34,-13,5,Clothing,Leggings,COD
B-26078,137,63,3,Clothing,Stole,COD
B-26075,34,12,2,Clothing,Stole,COD
B-25956,474,56,4,Electronics,Phones,Debit Card
B-25861,50,3,2,Clothing,Stole,EMI
B-25777,69,-67,4,Clothing,Kurti,UPI
B-25634,389,-83,3,Furniture,Chairs,UPI
B-25753,77,-43,8,Clothing,Stole,COD
B-25687,51,21,3,Clothing,T-shirt,COD
B-25885,394,146,2,Furniture,Bookcases,UPI
B-25767,48,-22,2,Clothing,Saree,EMI
B-25961,34,-12,5,Clothing,Leggings,COD
B-25923,484,28,3,Electronics,Printers,Debit Card
B-25799,47,-27,4,Clothing,Saree,EMI
B-25955,45,8,4,Clothing,Skirt,EMI
B-26015,128,55,1,Clothing,Saree,COD
B-26051,669,74,5,Furniture,Bookcases,COD
B-25822,34,13,2,Clothing,Saree,COD
B-25989,44,14,3,Clothing,Hankerchief,Credit Card
B-25910,33,1,2,Clothing,Shirt,COD
B-25956,33,10,3,Clothing,Hankerchief,COD
B-25986,487,-23,3,Electronics,Printers,Debit Card
B-26098,497,179,3,Furniture,Chairs,Debit Card
B-26061,508,203,2,Electronics,Accessories,Debit Card
B-25954,524,-25,2,Electronics,Electronic Games,Debit Card
B-26034,425,183,5,Electronics,Accessories,UPI
B-25909,168,56,3,Clothing,Saree,COD
B-25692,141,28,7,Furniture,Furnishings,UPI
B-25959,429,17,3,Furniture,Chairs,UPI
B-25745,44,-8,3,Clothing,Stole,Credit Card
B-25689,149,136,3,Clothing,Stole,UPI
B-25786,44,-34,3,Clothing,Stole,Credit Card
B-25897,33,10,3,Clothing,Hankerchief,COD
B-26056,33,9,2,Clothing,Hankerchief,COD
B-25855,442,31,2,Electronics,Electronic Games,UPI
B-25667,41,6,5,Clothing,Skirt,Credit Card
B-25701,33,-12,5,Clothing,Hankerchief,COD
B-26046,32,3,8,Clothing,Hankerchief,COD
B-25676,32,6,3,Clothing,Shirt,COD
B-26045,179,77,1,Clothing,Saree,UPI
B-25889,31,10,1,Clothing,Kurti,COD
B-25900,140,68,5,Clothing,T-shirt,COD
B-25685,529,137,3,Electronics,Phones,Debit Card
B-25622,534,0,3,Clothing,Saree,Debit Card
B-25709,41,-6,1,Furniture,Chairs,Credit Card
B-25798,379,63,2,Clothing,Saree,COD
B-25933,81,-44,3,Clothing,Stole,COD
B-25793,40,-33,5,Clothing,Hankerchief,Credit Card
B-25951,40,18,1,Electronics,Accessories,Credit Card
B-25656,534,0,3,Clothing,Saree,Debit Card
B-26056,31,9,2,Clothing,Hankerchief,COD
B-25870,473,-113,9,Clothing,Hankerchief,UPI
B-25690,31,-10,3,Clothing,Skirt,COD
B-25702,31,-3,4,Clothing,Saree,COD
B-25752,91,15,6,Clothing,T-shirt,UPI
B-25781,30,-25,2,Clothing,T-shirt,COD
B-26038,30,6,1,Clothing,T-shirt,COD
B-25761,40,0,3,Clothing,Saree,Credit Card
B-25751,534,5,2,Electronics,Electronic Games,Debit Card
B-25750,539,-146,7,Furniture,Furnishings,Debit Card
B-25726,490,-128,8,Furniture,Bookcases,UPI
B-26048,163,81,2,Electronics,Accessories,COD
B-26051,184,85,6,Clothing,T-shirt,UPI
B-25614,494,54,4,Furniture,Bookcases,COD
B-25907,30,11,5,Clothing,Hankerchief,COD
B-25789,30,0,1,Clothing,Kurti,COD
B-26097,39,-18,2,Clothing,Leggings,Credit Card
B-25902,1700,85,3,Clothing,Trousers,COD
B-25657,332,-43,6,Electronics,Phones,UPI
B-25854,436,131,9,Clothing,Hankerchief,UPI
B-25610,30,-5,2,Furniture,Furnishings,COD
B-25733,30,-10,2,Clothing,Stole,COD
B-25798,38,-13,3,Clothing,Stole,Credit Card
B-25803,511,194,3,Furniture,Chairs,UPI
B-25755,37,-53,3,Clothing,Saree,Credit Card
B-25850,513,215,2,Electronics,Accessories,COD
B-25667,516,69,4,Furniture,Bookcases,UPI
B-25796,559,-19,2,Clothing,Trousers,Debit Card
B-26013,29,-10,3,Clothing,Skirt,COD
B-25683,148,52,5,Clothing,Stole,UPI
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card
B-26010,527,26,3,Electronics,Electronic Games,COD
B-25979,560,44,3,Clothing,Saree,Debit Card
B-25973,571,108,12,Clothing,Stole,Debit Card
B-25975,29,2,3,Clothing,Skirt,COD
B-26010,29,3,2,Clothing,Stole,COD
B-25767,29,-3,3,Clothing,Saree,COD
B-25815,35,14,2,Clothing,Stole,Credit Card
B-25853,579,139,3,Electronics,Printers,Debit Card
B-25756,29,-24,4,Clothing,Leggings,COD
B-25755,593,213,4,Furniture,Bookcases,Debit Card
B-25996,217,72,2,Furniture,Furnishings,COD
B-25619,353,90,8,Clothing,Saree,COD
B-26050,382,92,2,Electronics,Printers,COD
B-26000,597,93,4,Furniture,Chairs,Debit Card
B-26058,212,97,7,Clothing,Hankerchief,COD
B-25856,689,90,5,Clothing,Saree,COD
B-26044,28,-10,3,Clothing,Skirt,COD
B-25654,34,12,3,Clothing,Hankerchief,Credit Card
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card
B-25636,637,113,5,Clothing,Saree,UPI
B-25710,616,-69,7,Furniture,Furnishings,Debit Card
B-25656,624,37,2,Electronics,Electronic Games,Debit Card
B-25919,28,4,1,Clothing,T-shirt,COD
B-25781,584,-444,7,Electronics,Printers,UPI
B-25899,28,6,4,Clothing,Skirt,COD
B-26093,33,-1,1,Clothing,Saree,Credit Card
B-25753,27,-20,2,Clothing,Hankerchief,COD
B-25858,27,5,2,Clothing,Skirt,COD
B-25762,27,4,3,Clothing,Skirt,COD
B-25625,635,-349,5,Clothing,Saree,Debit Card
B-25857,598,166,4,Furniture,Bookcases,UPI
B-25919,636,-204,2,Electronics,Printers,Debit Card
B-25864,27,9,2,Clothing,Hankerchief,COD
B-25698,27,-6,4,Clothing,Hankerchief,COD
B-25959,637,212,8,Electronics,Phones,Debit Card
B-26073,290,110,9,Clothing,Stole,UPI
B-25649,27,-25,2,Clothing,Stole,COD
B-25806,632,-114,4,Furniture,Tables,UPI
B-25756,643,-45,2,Electronics,Printers,Debit Card
B-26003,652,13,6,Furniture,Furnishings,Debit Card
B-25752,33,-27,1,Furniture,Chairs,Credit Card
B-25783,26,2,2,Clothing,Hankerchief,COD
B-25802,633,-633,11,Electronics,Accessories,UPI
B-25881,26,9,2,Clothing,Leggings,COD
B-25898,191,93,4,Clothing,Shirt,UPI
B-25696,887,80,3,Electronics,Printers,UPI
B-25826,637,261,2,Electronics,Printers,COD
B-25745,670,15,5,Furniture,Bookcases,Debit Card
B-25943,26,7,4,Clothing,Hankerchief,COD
B-26051,676,195,5,Furniture,Bookcases,Debit Card
B-25624,26,12,3,Clothing,Hankerchief,COD
B-25723,26,-24,1,Clothing,Stole,COD
B-26052,25,7,2,Clothing,Stole,COD
B-25603,24,-30,1,Furniture,Chairs,COD
B-25983,32,-12,1,Furniture,Chairs,Credit Card
B-25650,31,-2,2,Clothing,Saree,Credit Card
B-25656,651,169,5,Electronics,Printers,COD
B-26018,326,107,3,Furniture,Furnishings,UPI
B-25783,30,-6,2,Clothing,Hankerchief,UPI
B-25951,30,5,2,Clothing,Kurti,UPI
B-25974,662,240,2,Furniture,Bookcases,COD
B-25754,30,-23,2,Clothing,Saree,UPI
B-26073,29,9,3,Clothing,Saree,UPI
B-25796,28,1,1,Electronics,Accessories,UPI
B-25653,28,-3,2,Clothing,Saree,UPI
B-25884,24,2,4,Clothing,Hankerchief,COD
B-25650,28,-26,2,Clothing,Stole,UPI
B-26045,27,5,1,Clothing,Stole,UPI
B-25672,27,-15,1,Clothing,Stole,UPI
B-25949,24,11,3,Clothing,Hankerchief,COD
B-25733,23,-6,4,Clothing,Hankerchief,COD
B-25697,322,193,5,Electronics,Printers,COD
B-25893,688,-103,6,Electronics,Accessories,Debit Card
B-25802,23,-3,1,Clothing,Shirt,COD
B-25961,26,3,3,Clothing,Skirt,UPI
B-25751,68,-56,2,Electronics,Phones,COD
B-25814,462,169,4,Clothing,Saree,COD
B-25702,941,203,3,Furniture,Tables,UPI
B-25896,23,4,2,Clothing,Skirt,COD
B-25969,720,43,2,Electronics,Printers,UPI
B-25778,724,-447,4,Electronics,Electronic Games,UPI
B-25859,724,253,2,Furniture,Bookcases,UPI
B-25810,26,10,4,Clothing,Hankerchief,UPI
B-25616,22,-2,3,Clothing,Hankerchief,COD
B-25633,711,-8,4,Clothing,Saree,Debit Card
B-25753,107,31,5,Clothing,T-shirt,COD
B-25764,765,-153,2,Electronics,Phones,Debit Card
B-25864,22,8,2,Clothing,Leggings,COD
B-25725,26,-5,2,Clothing,Stole,UPI
B-25858,22,8,3,Clothing,Hankerchief,COD
B-25817,743,89,5,Electronics,Printers,UPI
B-25703,22,-15,4,Clothing,Kurti,COD
B-25610,781,594,6,Electronics,Printers,Debit Card
B-25652,25,-2,5,Clothing,Hankerchief,UPI
B-25891,25,2,2,Clothing,Hankerchief,UPI
B-25764,119,43,5,Clothing,T-shirt,COD
B-25664,785,52,2,Electronics,Phones,Debit Card
B-25645,183,-66,5,Electronics,Phones,UPI
B-26008,22,4,1,Clothing,Stole,COD
B-26061,642,180,5,Clothing,Saree,COD
B-25781,767,-353,5,Clothing,Trousers,COD
B-25999,770,323,3,Electronics,Accessories,COD
B-25783,21,-17,3,Clothing,Shirt,COD
B-25800,21,-6,3,Clothing,Leggings,COD
B-26093,492,187,2,Electronics,Accessories,UPI
B-25638,816,-96,3,Electronics,Printers,Debit Card
B-26026,25,2,3,Clothing,Kurti,Credit Card
B-25902,802,120,7,Electronics,Accessories,COD
B-25968,811,154,7,Electronics,Accessories,UPI
B-26099,835,267,5,Electronics,Phones,Debit Card
B-25699,21,-5,1,Electronics,Accessories,COD
B-26076,450,-190,4,Furniture,Bookcases,COD
B-25793,24,-1,4,Clothing,Skirt,Credit Card
B-25671,832,0,3,Clothing,Trousers,UPI
B-26040,833,93,3,Clothing,Trousers,UPI
B-26059,20,6,1,Clothing,T-shirt,COD
B-25725,23,-5,7,Clothing,Hankerchief,Credit Card
B-25855,550,-242,5,Furniture,Furnishings,UPI
B-25738,148,-91,2,Electronics,Phones,COD
B-25899,846,9,2,Furniture,Chairs,Debit Card
B-25608,856,385,6,Electronics,Printers,COD
B-25904,871,131,2,Furniture,Bookcases,UPI
B-26056,19,-18,4,Clothing,Kurti,COD
B-25669,610,-66,2,Furniture,Tables,COD
B-25638,880,97,8,Furniture,Furnishings,Debit Card
B-25953,22,-8,4,Clothing,Hankerchief,Credit Card
B-25841,22,11,2,Clothing,Skirt,Credit Card
B-26071,21,4,3,Clothing,Hankerchief,Credit Card
B-25793,18,1,3,Clothing,Hankerchief,COD
B-25813,911,202,7,Furniture,Chairs,COD
B-26010,18,2,3,Clothing,Hankerchief,COD
B-25825,911,355,5,Electronics,Phones,Debit Card
B-25630,143,-129,2,Electronics,Phones,COD
B-25986,918,22,9,Electronics,Electronic Games,COD
B-25650,925,-447,5,Electronics,Electronic Games,COD
B-26078,17,8,2,Clothing,Skirt,COD
B-25890,465,207,9,Clothing,Saree,COD
B-25691,17,-9,3,Clothing,Stole,COD
B-25952,935,114,4,Electronics,Electronic Games,UPI
B-25651,16,-10,2,Clothing,T-shirt,COD
B-25955,954,95,3,Electronics,Printers,UPI
B-25898,915,-99,3,Furniture,Tables,Debit Card
B-25838,955,305,3,Electronics,Printers,Debit Card
B-25797,976,293,4,Electronics,Accessories,COD
B-25738,1069,0,6,Clothing,Saree,EMI
B-25661,19,-15,3,Clothing,Hankerchief,Credit Card
B-25997,16,6,3,Clothing,Hankerchief,COD
B-25667,1030,206,8,Electronics,Printers,UPI
B-25753,620,82,6,Electronics,Accessories,COD
B-25848,16,8,2,Clothing,Hankerchief,COD
B-26097,19,8,2,Clothing,Hankerchief,Credit Card
B-25633,249,-130,4,Electronics,Phones,UPI
B-25807,16,6,1,Clothing,Stole,COD
B-25752,1361,197,9,Furniture,Bookcases,COD
B-26052,15,1,1,Clothing,Shirt,COD
B-25610,1076,-38,4,Electronics,Printers,COD
B-25888,18,2,3,Clothing,Hankerchief,Credit Card
B-25937,1101,352,3,Furniture,Bookcases,UPI
B-25828,15,2,1,Clothing,Leggings,COD
B-26048,1104,209,4,Clothing,Trousers,UPI
B-25670,14,2,1,Clothing,Hankerchief,COD
B-25757,14,5,1,Clothing,Hankerchief,COD
B-25751,14,-3,2,Clothing,Leggings,COD
B-25687,14,-1,4,Clothing,Kurti,COD
B-25710,13,-8,1,Clothing,T-shirt,COD
B-25656,13,-1,3,Clothing,Hankerchief,COD
B-25601,1275,1148,7,Furniture,Bookcases,EMI
B-26053,17,1,2,Clothing,Skirt,Credit Card
B-26001,13,0,2,Clothing,Hankerchief,COD
B-25964,1270,546,11,Electronics,Electronic Games,EMI
B-26062,13,-2,1,Clothing,Stole,COD
B-25982,13,3,1,Clothing,Leggings,COD
B-25864,17,5,1,Clothing,Hankerchief,UPI
B-25693,13,-13,2,Clothing,Skirt,COD
B-25802,13,-9,2,Clothing,Skirt,COD
B-25676,1263,-56,5,Clothing,Trousers,EMI
B-25639,1629,-153,3,Electronics,Phones,COD
B-25757,17,7,3,Clothing,Hankerchief,UPI
B-26003,17,2,2,Clothing,Skirt,UPI
B-26055,1250,-12,2,Electronics,Printers,EMI
B-25786,17,-11,3,Clothing,Skirt,UPI
B-25919,977,-244,7,Electronics,Phones,COD
B-25894,1246,62,3,Furniture,Bookcases,EMI
B-25979,12,1,2,Clothing,Hankerchief,COD
B-25651,11,-4,2,Clothing,Skirt,COD
B-25653,1327,318,8,Furniture,Chairs,EMI
B-25855,1319,567,5,Electronics,Printers,COD
B-25793,1402,109,11,Clothing,Saree,EMI
B-26073,1514,742,4,Electronics,Printers,EMI
B-25881,1351,111,6,Electronics,Electronic Games,COD
B-25603,1355,-60,5,Clothing,Trousers,COD
B-25851,10,2,2,Clothing,Hankerchief,COD
B-25883,10,-2,2,Clothing,Leggings,COD
B-25768,1582,-443,6,Clothing,Trousers,EMI
B-25953,1218,352,9,Furniture,Bookcases,EMI
B-25755,321,315,5,Clothing,Saree,UPI
B-26057,736,346,5,Electronics,Printers,COD
B-26055,1218,-420,8,Furniture,Bookcases,COD
B-25855,1027,441,8,Clothing,Saree,COD
B-25989,10,5,1,Clothing,Stole,COD
B-26099,2366,552,5,Clothing,Trousers,UPI
B-25652,9,-6,2,Clothing,Hankerchief,COD
B-25723,16,-12,2,Clothing,Stole,UPI
B-26099,9,3,1,Clothing,Skirt,COD
B-25629,1560,421,3,Clothing,Trousers,COD
B-25877,1137,568,2,Clothing,Trousers,EMI
B-25767,9,-9,2,Clothing,Kurti,COD
B-25735,15,-7,1,Clothing,Hankerchief,UPI
B-26097,14,5,1,Clothing,Hankerchief,UPI
B-26070,14,7,2,Clothing,Hankerchief,UPI
B-25752,8,-2,2,Clothing,Hankerchief,COD
B-25656,1389,680,7,Clothing,Saree,COD
B-25748,8,-1,2,Clothing,Leggings,COD
B-25758,8,-2,1,Clothing,Stole,COD
B-25950,13,4,1,Clothing,Leggings,UPI
B-25707,8,-6,1,Clothing,Stole,COD
B-25909,12,2,2,Clothing,Skirt,Credit Card
B-25955,1716,309,7,Electronics,Accessories,COD
B-26023,1117,447,10,Furniture,Bookcases,EMI
B-25655,9,-6,2,Clothing,Skirt,Credit Card
B-25686,332,503,3,Electronics,Printers,COD
B-25655,7,-4,3,Clothing,Hankerchief,COD
B-25601,8,-2,3,Clothing,Hankerchief,Credit Card
B-25862,2061,701,5,Furniture,Bookcases,UPI
B-25626,1103,276,3,Furniture,Chairs,EMI
B-25823,2103,322,8,Electronics,Electronic Games,UPI
B-25881,2115,23,5,Furniture,Chairs,COD
B-25910,850,-289,5,Electronics,Electronic Games,COD
B-25830,1063,64,7,Electronics,Phones,EMI
B-25978,1063,-175,4,Electronics,Electronic Games,EMI
B-25997,2292,127,7,Furniture,Bookcases,COD
B-25661,7,-1,2,Clothing,Hankerchief,Credit Card
B-25969,2452,191,7,Furniture,Bookcases,UPI
B-25858,2457,665,11,Electronics,Electronic Games,EMI
B-25697,4,-3,1,Clothing,Skirt,Credit Card
B-25798,2830,-1981,13,Furniture,Bookcases,EMI
B-25873,7,1,1,Clothing,Hankerchief,COD
B-25740,7,0,2,Clothing,Skirt,COD
B-25700,7,-3,2,Clothing,Hankerchief,COD
B-25757,3151,-35,7,Clothing,Trousers,EMI
B-25973,4141,1698,13,Electronics,Printers,COD
B-25698,7,-2,1,Clothing,Hankerchief,COD
B-25993,4363,305,5,Furniture,Tables,EMI
